FID,geom,source
modelled_grid_original.103,"MULTILINESTRING ((920936.8780779832 1470445.0294192203, 921400.7092933325 1470921.245859058, 923719.8653700767 1470921.245859058))",gridfinder
modelled_grid_original.104,"MULTILINESTRING ((803587.580594677 1469968.8210343185, 804979.0742407254 1469968.8210343185, 805442.9054560749 1470445.0294192203, 805906.7366714242 1470445.0294192203, 806370.5678867737 1470921.245859058))",gridfinder
modelled_grid_original.105,"MULTILINESTRING ((889396.3554342482 1469968.8210343185, 888468.6930035492 1469968.8210343185, 888004.8617882031 1470445.0294192203, 887541.0305728535 1470445.0294192203))",gridfinder
modelled_grid_original.106,"MULTILINESTRING ((859247.3264365616 1468540.2441813352, 859247.3264365616 1469968.8210343185, 859711.1576519113 1470445.0294192203, 859711.1576519113 1471873.7029147127, 860174.9888672607 1472349.9435361107, 860174.9888672607 1473778.713808093, 860638.8200826101 1474254.9867106562, 860638.8200826101 1475683.8538931545, 861102.6512979597 1476160.1591215662, 861102.6512979597 1477112.7938465194, 861566.4825133058 1477589.1233486496, 861566.4825133058 1479018.1604471772, 862030.3137286555 1479494.5223533844, 862030.3137286555 1480923.656731222, 862494.1449440048 1481400.0510862283, 862494.1449440048 1482352.8641566024))",openstreetmap
modelled_grid_original.107,"MULTILINESTRING ((580948.5972271444 1467587.8998362094, 580948.5972271444 1468540.2441813352, 580484.7660117949 1469016.428418168, 580484.7660117949 1469968.8210343185, 580020.9347964455 1470445.0294192203, 580020.9347964455 1470921.245859058, 579557.103581096 1471397.4703566267, 580020.9347964455 1471873.7029147127, 580484.7660117949 1471873.7029147127, 580948.5972271444 1472349.9435361107, 581876.2596578433 1472349.9435361107, 582803.9220885391 1473302.448980009, 583267.7533038886 1473302.448980009, 583731.5845192381 1473778.713808093, 583731.5845192381 1474254.9867106562, 583267.7533038886 1474731.267690493))",gridfinder
modelled_grid_original.108,"MULTILINESTRING ((580484.7660117949 1467111.7397223357, 580020.9347964455 1467587.8998362094, 578165.6099350508 1467587.8998362094))",gridfinder
modelled_grid_original.109,"MULTILINESTRING ((580484.7660117949 1467111.7397223357, 580948.5972271444 1467587.8998362094))",gridfinder
modelled_grid_original.110,"MULTILINESTRING ((858319.6640058628 1466635.5876438671, 858783.4952212123 1467111.7397223357, 858783.4952212123 1468064.0679882797, 859247.3264365616 1468540.2441813352))",openstreetmap
modelled_grid_original.111,"MULTILINESTRING ((861102.6512979597 1466635.5876438671, 861102.6512979597 1467111.7397223357, 861566.4825133058 1467587.8998362094, 861566.4825133058 1468540.2441813352, 861102.6512979597 1469016.428418168, 860174.9888672607 1468064.0679882797, 859711.1576519113 1468064.0679882797, 859247.3264365616 1468540.2441813352))",openstreetmap
modelled_grid_original.112,"MULTILINESTRING ((583731.5845192381 1466159.443598017, 582803.9220885391 1467111.7397223357, 581412.4284424939 1467111.7397223357, 580948.5972271444 1467587.8998362094))",gridfinder
modelled_grid_original.113,"MULTILINESTRING ((583731.5845192381 1466159.443598017, 584659.246949937 1467111.7397223357, 584659.246949937 1467587.8998362094, 585586.909380636 1468540.2441813352, 586050.7405959822 1468540.2441813352, 586978.4030266812 1469492.6207015652, 586978.4030266812 1470921.245859058, 587442.2342420305 1471397.4703566267, 587906.06545738 1471397.4703566267, 588369.8966727295 1471873.7029147127, 590225.2215341241 1471873.7029147127, 592080.546395522 1473778.713808093, 592544.3776108715 1473778.713808093, 593472.0400415673 1474731.267690493, 593935.8712569168 1474731.267690493, 594863.5336876157 1475683.8538931545, 595327.3649029651 1475683.8538931545, 595791.1961183146 1476160.1591215662, 596255.0273336609 1476160.1591215662, 596718.8585490104 1476636.472438424, 597182.6897643597 1476636.472438424, 598574.1834104082 1478065.4609476053))",gridfinder
modelled_grid_original.114,"MULTILINESTRING ((572599.6353508605 1465207.1795930134, 572135.8041355141 1465683.307581995))",gridfinder
modelled_grid_original.115,"MULTILINESTRING ((573063.4665662099 1465207.1795930134, 572599.6353508605 1465207.1795930134))",gridfinder
modelled_grid_original.116,"MULTILINESTRING ((574454.9602122584 1465207.1795930134, 573991.1289969089 1465683.307581995))",gridfinder
modelled_grid_original.117,"MULTILINESTRING ((584195.4157345876 1465207.1795930134, 583731.5845192381 1465683.307581995, 583731.5845192381 1466159.443598017))",gridfinder
modelled_grid_original.118,"MULTILINESTRING ((932996.4896770564 1465207.1795930134, 932996.4896770564 1466159.443598017, 933924.1521077553 1467111.7397223357, 933924.1521077553 1468064.0679882797))",gridfinder
modelled_grid_original.119,"MULTILINESTRING ((572599.6353508605 1464731.059628281, 572599.6353508605 1465207.1795930134))",gridfinder
modelled_grid_original.120,"MULTILINESTRING ((573527.2977815594 1464731.059628281, 573063.4665662099 1465207.1795930134))",gridfinder
modelled_grid_original.121,"MULTILINESTRING ((573991.1289969089 1464731.059628281, 573527.2977815594 1464731.059628281))",gridfinder
modelled_grid_original.122,"MULTILINESTRING ((573991.1289969089 1464731.059628281, 574454.9602122584 1465207.1795930134))",gridfinder
modelled_grid_original.123,"MULTILINESTRING ((577701.7787197013 1464731.059628281, 577701.7787197013 1465207.1795930134, 577237.947504352 1465683.307581995, 576774.1162890025 1465683.307581995, 576310.285073653 1466159.443598017, 575382.6226429573 1466159.443598017))",gridfinder
modelled_grid_original.124,"MULTILINESTRING ((580948.5972271444 1464731.059628281, 580948.5972271444 1466159.443598017, 580484.7660117949 1466635.5876438671, 580484.7660117949 1467111.7397223357))",gridfinder
modelled_grid_original.125,"MULTILINESTRING ((583731.5845192381 1464731.059628281, 584195.4157345876 1465207.1795930134))",gridfinder
modelled_grid_original.126,"MULTILINESTRING ((587442.2342420305 1464731.059628281, 586978.4030266812 1465207.1795930134, 584195.4157345876 1465207.1795930134))",gridfinder
modelled_grid_original.127,"MULTILINESTRING ((587442.2342420305 1464731.059628281, 589761.3903187747 1464731.059628281, 590225.2215341241 1465207.1795930134, 590689.0527494736 1465207.1795930134, 591152.8839648231 1465683.307581995, 593472.0400415673 1465683.307581995, 594863.5336876157 1467111.7397223357, 595327.3649029651 1467111.7397223357))",gridfinder
modelled_grid_original.128,"MULTILINESTRING ((855536.6767137692 1464731.059628281, 856000.5079291187 1465207.1795930134, 855536.6767137692 1465683.307581995, 855536.6767137692 1466159.443598017, 856000.5079291187 1466635.5876438671, 856464.3391444681 1466635.5876438671, 856928.1703598177 1467111.7397223357, 857855.8327905134 1467111.7397223357, 858319.6640058628 1466635.5876438671))",openstreetmap
modelled_grid_original.129,"MULTILINESTRING ((932996.4896770564 1464731.059628281, 932996.4896770564 1465207.1795930134))",gridfinder
modelled_grid_original.130,"MULTILINESTRING ((933460.3208924059 1464731.059628281, 932996.4896770564 1464731.059628281))",gridfinder
modelled_grid_original.131,"MULTILINESTRING ((573991.1289969089 1464254.947685013, 573991.1289969089 1464731.059628281))",gridfinder
modelled_grid_original.132,"MULTILINESTRING ((577237.947504352 1464254.947685013, 576310.285073653 1464254.947685013, 575846.4538583035 1464731.059628281, 574918.7914276078 1464731.059628281, 574454.9602122584 1465207.1795930134))",gridfinder
modelled_grid_original.133,"MULTILINESTRING ((577701.7787197013 1464254.947685013, 577237.947504352 1464254.947685013))",gridfinder
modelled_grid_original.134,"MULTILINESTRING ((577701.7787197013 1464254.947685013, 577701.7787197013 1464731.059628281))",gridfinder
modelled_grid_original.135,"MULTILINESTRING ((583731.5845192381 1464254.947685013, 583731.5845192381 1464731.059628281))",gridfinder
modelled_grid_original.136,"MULTILINESTRING ((584195.4157345876 1464254.947685013, 583731.5845192381 1464254.947685013))",gridfinder
modelled_grid_original.197,"MULTILINESTRING ((920936.8780779832 1459970.3007014492, 921400.7092933325 1460446.3405769907, 920936.8780779832 1460922.3884489124))",openstreetmap
modelled_grid_original.137,"MULTILINESTRING ((887541.0305728535 1464254.947685013, 887077.1993575041 1464731.059628281, 887077.1993575041 1465207.1795930134, 886613.3681421546 1465683.307581995, 886613.3681421546 1468540.2441813352, 887077.1993575041 1469016.428418168, 887077.1993575041 1469968.8210343185, 887541.0305728535 1470445.0294192203))",gridfinder
modelled_grid_original.138,"MULTILINESTRING ((888468.6930035492 1464254.947685013, 887541.0305728535 1464254.947685013))",gridfinder
modelled_grid_original.139,"MULTILINESTRING ((568888.9856280679 1463778.8437604168, 568888.9856280679 1464254.947685013, 569816.6480587668 1465207.1795930134, 570280.4792741163 1465207.1795930134))",gridfinder
modelled_grid_original.140,"MULTILINESTRING ((838838.7529612045 1463778.8437604168, 838374.921745855 1463778.8437604168))",gridfinder
modelled_grid_original.141,"MULTILINESTRING ((926039.0214468209 1463778.8437604168, 926039.0214468209 1465207.1795930134, 925575.1902314746 1465683.307581995, 925575.1902314746 1466159.443598017, 925111.3590161251 1466635.5876438671, 925111.3590161251 1467111.7397223357, 924647.5278007757 1467587.8998362094, 924647.5278007757 1468540.2441813352, 924183.6965854261 1469016.428418168, 924183.6965854261 1470445.0294192203, 923719.8653700767 1470921.245859058))",gridfinder
modelled_grid_original.267,"MULTILINESTRING ((938098.6330458974 1455210.3411339705, 938098.6330458974 1455686.3011989335))",gridfinder
modelled_grid_original.268,"MULTILINESTRING ((849506.8709142327 1454734.389034752, 849506.8709142327 1456638.245237224))",gridfinder
modelled_grid_original.142,"MULTILINESTRING ((942273.1139840394 1463778.8437604168, 942273.1139840394 1464254.947685013, 940881.6203379909 1465683.307581995, 938562.464261247 1465683.307581995, 938098.6330458974 1465207.1795930134, 935315.6457538038 1465207.1795930134, 934851.8145384543 1464731.059628281, 933460.3208924059 1464731.059628281))",gridfinder
modelled_grid_original.143,"MULTILINESTRING ((567497.4919820228 1463302.7478517105, 567033.6607666733 1463778.8437604168, 567033.6607666733 1464254.947685013, 566569.8295513238 1464731.059628281, 566569.8295513238 1465207.1795930134, 566105.9983359743 1465683.307581995, 566105.9983359743 1466635.5876438671, 567033.6607666733 1467587.8998362094, 568888.9856280679 1467587.8998362094, 569352.8168434174 1468064.0679882797, 569352.8168434174 1470445.0294192203, 571208.1417048152 1472349.9435361107, 571208.1417048152 1472826.1922236118, 572135.8041355141 1473778.713808093))",gridfinder
modelled_grid_original.144,"MULTILINESTRING ((567497.4919820228 1463302.7478517105, 568425.1544127216 1463302.7478517105, 568888.9856280679 1463778.8437604168))",gridfinder
modelled_grid_original.145,"MULTILINESTRING ((574918.7914276078 1463302.7478517105, 574454.9602122584 1463302.7478517105, 573991.1289969089 1463778.8437604168, 573991.1289969089 1464254.947685013))",gridfinder
modelled_grid_original.146,"MULTILINESTRING ((838374.921745855 1463302.7478517105, 838374.921745855 1463778.8437604168))",gridfinder
modelled_grid_original.147,"MULTILINESTRING ((926039.0214468209 1463302.7478517105, 926039.0214468209 1463778.8437604168))",gridfinder
modelled_grid_original.148,"MULTILINESTRING ((926502.8526621703 1463302.7478517105, 926039.0214468209 1463302.7478517105))",gridfinder
modelled_grid_original.149,"MULTILINESTRING ((926966.6838775199 1463302.7478517105, 926502.8526621703 1463302.7478517105))",gridfinder
modelled_grid_original.150,"MULTILINESTRING ((927430.5150928693 1463302.7478517105, 926966.6838775199 1463302.7478517105))",gridfinder
modelled_grid_original.151,"MULTILINESTRING ((927430.5150928693 1463302.7478517105, 927894.3463082188 1463778.8437604168, 931141.1648156617 1463778.8437604168, 931604.9960310113 1464254.947685013, 932532.6584617102 1464254.947685013, 932996.4896770564 1464731.059628281))",gridfinder
modelled_grid_original.152,"MULTILINESTRING ((570744.3104894657 1462826.6599561018, 570280.4792741163 1462826.6599561018, 569816.6480587668 1463302.7478517105, 569352.8168434174 1463302.7478517105, 568888.9856280679 1463778.8437604168))",gridfinder
modelled_grid_original.153,"MULTILINESTRING ((570744.3104894657 1462826.6599561018, 572599.6353508605 1464731.059628281))",gridfinder
modelled_grid_original.154,"MULTILINESTRING ((585586.909380636 1462826.6599561018, 584195.4157345876 1464254.947685013))",gridfinder
modelled_grid_original.155,"MULTILINESTRING ((585586.909380636 1462826.6599561018, 586050.7405959822 1463302.7478517105, 586514.5718113317 1463302.7478517105, 586978.4030266812 1463778.8437604168, 586978.4030266812 1464254.947685013, 587442.2342420305 1464731.059628281))",gridfinder
modelled_grid_original.156,"MULTILINESTRING ((927430.5150928693 1462826.6599561018, 927430.5150928693 1463302.7478517105))",gridfinder
modelled_grid_original.157,"MULTILINESTRING ((571671.9729201647 1462350.580070804, 571208.1417048152 1462350.580070804, 570744.3104894657 1462826.6599561018))",gridfinder
modelled_grid_original.158,"MULTILINESTRING ((578629.4411504003 1462350.580070804, 578165.6099350508 1462826.6599561018, 578165.6099350508 1463778.8437604168, 577701.7787197013 1464254.947685013))",gridfinder
modelled_grid_original.159,"MULTILINESTRING ((579093.2723657466 1462350.580070804, 578629.4411504003 1462350.580070804))",openstreetmap
modelled_grid_original.160,"MULTILINESTRING ((578629.4411504003 1461874.5081930321, 578629.4411504003 1462350.580070804))",openstreetmap
modelled_grid_original.161,"MULTILINESTRING ((850434.5333449316 1461874.5081930321, 851362.1957756273 1462826.6599561018, 851826.0269909767 1462350.580070804))",gridfinder
modelled_grid_original.162,"MULTILINESTRING ((927894.3463082188 1461874.5081930321, 927430.5150928693 1462350.580070804, 927430.5150928693 1462826.6599561018))",gridfinder
modelled_grid_original.163,"MULTILINESTRING ((928822.0087389178 1461874.5081930321, 927894.3463082188 1461874.5081930321))",gridfinder
modelled_grid_original.164,"MULTILINESTRING ((560540.0237517871 1461874.5081930321, 561003.8549671365 1461398.444319997, 565642.1671206249 1461398.444319997, 567497.4919820228 1463302.7478517105))",gridfinder
modelled_grid_original.165,"MULTILINESTRING ((580948.5972271444 1461398.444319997, 580020.9347964455 1462350.580070804, 579093.2723657466 1462350.580070804))",openstreetmap
modelled_grid_original.166,"MULTILINESTRING ((580948.5972271444 1461398.444319997, 581412.4284424939 1461874.5081930321, 581412.4284424939 1462350.580070804, 581876.2596578433 1462826.6599561018, 582340.0908731928 1462826.6599561018, 583731.5845192381 1464254.947685013))",gridfinder
modelled_grid_original.167,"MULTILINESTRING ((585586.909380636 1461398.444319997, 585586.909380636 1462826.6599561018))",gridfinder
modelled_grid_original.168,"MULTILINESTRING ((850434.5333449316 1461398.444319997, 850434.5333449316 1461874.5081930321))",gridfinder
modelled_grid_original.169,"MULTILINESTRING ((850898.3645602809 1461398.444319997, 850434.5333449316 1461398.444319997))",gridfinder
modelled_grid_original.170,"MULTILINESTRING ((851362.1957756273 1461398.444319997, 850898.3645602809 1461398.444319997))",gridfinder
modelled_grid_original.171,"MULTILINESTRING ((856928.1703598177 1461398.444319997, 856464.3391444681 1461874.5081930321))",gridfinder
modelled_grid_original.172,"MULTILINESTRING ((856928.1703598177 1461398.444319997, 857392.001575167 1461874.5081930321, 857392.001575167 1463302.7478517105, 857855.8327905134 1463778.8437604168, 857855.8327905134 1464731.059628281, 858319.6640058628 1465207.1795930134, 858319.6640058628 1466635.5876438671))",openstreetmap
modelled_grid_original.173,"MULTILINESTRING ((578629.4411504003 1460922.3884489124, 578629.4411504003 1461874.5081930321))",openstreetmap
